	Unnamed: 0	Unnamed: 0.1	filename	onset	offset	event_label	start	name	original_label
1708	5652	16440	G_330.wav	0.0	3.748	BabyCry	330	G	/t/dd00002
1979	8764	4184	dQ5jdwNDkfQ_230.wav	5.526	7.366	BabyCry	230	dQ5jdwNDkfQ	/t/dd00002
7	8767	14155	OR_30.wav	0.0	10.0	Other	30	OR	/t/dd00013
1849	3394	15394	gQV8z66NxmU_30.wav	0.0	0.446	BabyCry	30	gQV8z66NxmU	/t/dd00002
802	4092	9541	XSmp-G0URDg_0.wav	3.693	4.2	Other	0	XSmp-G0URDg	/t/dd00001
770	249	6260	W1LTDi-xsxw_20.wav	2.765	5.754	Other	20	W1LTDi-xsxw	/t/dd00001
460	3791	218	Seskw4h-PvQ_220.wav	3.658	4.874	Other	220	Seskw4h-PvQ	/t/dd00005
1683	3574	15079	jgXecFKbzuM_10.wav	6.689	6.892	BabyCry	10	jgXecFKbzuM	/t/dd00002
1721	10355	5072	t0wsULsz01E_0.wav	3.258	3.765	BabyCry	0	t0wsULsz01E	/t/dd00002
1176	3444	17600	Mj51bVlY8Fg_150.wav	7.583	8.039	Other	150	Mj51bVlY8Fg	/m/0ytgt
645	8986	17335	0OFlTh2_30.wav	2.001	2.556	Other	30	0OFlTh2	/t/dd00001
459	5770	17028	3z3WIjdV_50.wav	2.858	4.85	Other	50	3z3WIjdV	/t/dd00005
2311	10860	10904	hCxT_5.wav	0.19	0.991	BabyCry	5	hCxT	/t/dd00002
1876	7162	10746	UrLAB1iL3EA_0.wav	3.336	4.1	BabyCry	0	UrLAB1iL3EA	/t/dd00002
640	10792	9544	XSmp-G0URDg_0.wav	7.293	8.333	Other	0	XSmp-G0URDg	/t/dd00001
1705	6443	3066	udOUbTxCb6w_4.wav	0.0	2.898	BabyCry	4	udOUbTxCb6w	/t/dd00002
1861	7261	6057	e8Ttks8PSyw_20.wav	7.161	7.408	BabyCry	20	e8Ttks8PSyw	/t/dd00002
1003	8053	3817	H34bx7IU_30.wav	3.426	4.045	Other	30	H34bx7IU	/m/0ytgt
2210	4855	1180	f3vRQc2w_80.wav	8.029	8.36	BabyCry	80	f3vRQc2w	/t/dd00002
2199	6824	12181	sTPwagn_70.wav	8.11	9.315	BabyCry	70	sTPwagn	/t/dd00002
2142	8748	3082	H1u4PtqVFMg_370.wav	3.475	4.492	BabyCry	370	H1u4PtqVFMg	/t/dd00002
327	625	7550	3tWcX3eVq3g_30.wav	3.408	6.127	Other	30	3tWcX3eVq3g	/t/dd00005
1039	5359	1562	6l-d2i0iMPc_30.wav	4.774	5.034	Other	30	6l-d2i0iMPc	/m/0ytgt
85	5684	11550	scn_250.wav	0.086	4.278	Other	250	scn	/t/dd00013
1907	6421	704	CRZ4rjGUKiA_30.wav	0.0	0.218	BabyCry	30	CRZ4rjGUKiA	/t/dd00002
201	7703	3508	Kq8tJe2iyp8_30.wav	6.079	6.384	Other	30	Kq8tJe2iyp8	/t/dd00135
1732	4285	10911	hCxT_5.wav	8.4	9.153	BabyCry	5	hCxT	/t/dd00002
1387	4618	13525	BiwgiNLIMBk_130.wav	9.812	10.0	BabyCry	130	BiwgiNLIMBk	/t/dd00002
1499	10125	6284	l6p37_30.wav	0.189	3.227	BabyCry	30	l6p37	/t/dd00002
1354	6371	10331	sPLbsz2VgRk_60.wav	8.622	10.0	BabyCry	60	sPLbsz2VgRk	/t/dd00002
984	3141	9656	RYC5BvR9zag_550.wav	7.913	10.0	Other	550	RYC5BvR9zag	/m/0ytgt
1480	1759	18934	StO32FBBIH4_11.wav	7.791	8.282	BabyCry	11	StO32FBBIH4	/t/dd00002
1904	4005	5992	gvcE-VktSSg_18.wav	0.0	0.473	BabyCry	18	gvcE-VktSSg	/t/dd00002
367	502	4783	2TKYcBiOWXs_80.wav	2.924	6.227	Other	80	2TKYcBiOWXs	/t/dd00005
1459	10111	16771	gE-sdOo_0.wav	5.969	6.094	BabyCry	0	gE-sdOo	/t/dd00002
586	6075	4905	9FtLIc-a0I8_10.wav	0.0	10.0	Other	10	9FtLIc-a0I8	/t/dd00005
1230	8059	18988	HMnF8n9c5-Y_30.wav	2.63	3.669	BabyCry	30	HMnF8n9c5-Y	/t/dd00002
1136	11224	7645	VYD2G7TcdWc_10.wav	9.421	10.0	Other	10	VYD2G7TcdWc	/m/0ytgt
1513	5732	10263	7oMLX-4ACek_10.wav	5.342	9.977	BabyCry	10	7oMLX-4ACek	/t/dd00002
2164	5532	6052	e8Ttks8PSyw_20.wav	2.479	2.749	BabyCry	20	e8Ttks8PSyw	/t/dd00002
1452	1364	7039	b4V6A3gcqug_10.wav	6.753	7.521	BabyCry	10	b4V6A3gcqug	/t/dd00002
1075	8645	18912	vFIH0RkaRbI_40.wav	6.504	6.906	Other	40	vFIH0RkaRbI	/m/0ytgt
1194	8593	1100	4yhdOd26sc0_20.wav	7.36	7.905	Other	20	4yhdOd26sc0	/m/0ytgt
1829	9534	10908	hCxT_5.wav	5.645	6.318	BabyCry	5	hCxT	/t/dd00002
465	2351	15460	T9KyGXBHHKI_10.wav	8.856	9.511	Other	10	T9KyGXBHHKI	/t/dd00005
1292	7805	18500	nzwmPWAAQFg_30.wav	0.0	1.988	BabyCry	30	nzwmPWAAQFg	/t/dd00002
2084	3583	1593	6E3ye6qWoAE_40.wav	3.168	4.394	BabyCry	40	6E3ye6qWoAE	/t/dd00002
2116	8979	2732	x_25.wav	0.0	0.156	BabyCry	25	x	/t/dd00002
1544	7	18694	4KxLSx-EhHI_0.wav	1.738	8.506	BabyCry	0	4KxLSx-EhHI	/t/dd00002
2047	11049	14355	2gZWXqZK18E_30.wav	7.183	8.452	BabyCry	30	2gZWXqZK18E	/t/dd00002
104	2304	17455	4TgXgwVndiw_160.wav	3.874	7.362	Other	160	4TgXgwVndiw	/t/dd00013
454	6115	16142	eL6XRmpqv8I_50.wav	9.15	10.0	Other	50	eL6XRmpqv8I	/t/dd00005
360	934	14654	FQaujSthrTo_0.wav	6.897	7.866	Other	0	FQaujSthrTo	/t/dd00005
174	2453	11013	FewhkPh4QsQ_100.wav	9.551	10.0	Other	100	FewhkPh4QsQ	/t/dd00135
909	5759	15356	9shjiwQjfXw_20.wav	4.918	7.9	Other	20	9shjiwQjfXw	/m/0ytgt
299	5342	17254	sGDob_20.wav	8.629	10.0	Other	20	sGDob	/t/dd00135
2162	11285	9335	Ei1L5HBldWY_2.wav	1.088	1.43	BabyCry	2	Ei1L5HBldWY	/t/dd00002
1239	2368	13905	_30.wav	1.315	2.268	BabyCry	30		/t/dd00002
408	11036	6720	Q6a1mjLVj5g_100.wav	4.295	6.399	Other	100	Q6a1mjLVj5g	/t/dd00005
691	8598	4722	T6jPYa05P9k_30.wav	8.031	8.535	Other	30	T6jPYa05P9k	/t/dd00001
524	1261	11723	W69vj4EZ2Ts_100.wav	0.449	3.992	Other	100	W69vj4EZ2Ts	/t/dd00005
2354	10343	3285	xIvYFYbtR-I_30.wav	1.962	2.938	BabyCry	30	xIvYFYbtR-I	/t/dd00002
2235	4363	14674	DT1WrAVRtX8_20.wav	7.035	9.398	BabyCry	20	DT1WrAVRtX8	/t/dd00002
1159	11259	14626	Wi6-IKlK5Vk_30.wav	0.0	0.622	Other	30	Wi6-IKlK5Vk	/m/0ytgt
232	5570	4592	9ZfVy0fN1dA_21.wav	6.086	7.944	Other	21	9ZfVy0fN1dA	/t/dd00135
1709	9655	17088	K8On7nUJuP8_30.wav	6.205	9.087	BabyCry	30	K8On7nUJuP8	/t/dd00002
1936	9995	12227	YdK3PBVeaIs_30.wav	5.803	6.457	BabyCry	30	YdK3PBVeaIs	/t/dd00002
869	10487	16983	xlDCxKFtteE_90.wav	6.685	8.039	Other	90	xlDCxKFtteE	/t/dd00001
1616	4166	4226	H52ca0pkOZ4_10.wav	7.787	7.969	BabyCry	10	H52ca0pkOZ4	/t/dd00002
272	711	8008	p4WDOafMSCc_30.wav	0.074	0.958	Other	30	p4WDOafMSCc	/t/dd00135
2075	1127	3562	5d_40.wav	9.354	10.0	BabyCry	40	5d	/t/dd00002
1962	8586	13104	JkbwfZGDXKE_30.wav	0.268	1.094	BabyCry	30	JkbwfZGDXKE	/t/dd00002
2155	10315	12151	w2nkIFEsILE_580.wav	7.474	9.021	BabyCry	580	w2nkIFEsILE	/t/dd00002
2292	10519	13523	BiwgiNLIMBk_130.wav	7.373	7.512	BabyCry	130	BiwgiNLIMBk	/t/dd00002
437	1113	16709	4frNzH2u6Us_30.wav	1.567	1.737	Other	30	4frNzH2u6Us	/t/dd00005
654	2778	8059	xVtgBcbyLJk_0.wav	7.125	10.0	Other	0	xVtgBcbyLJk	/t/dd00001
744	2900	2087	bseC3mOYc3U_20.wav	0.61	1.874	Other	20	bseC3mOYc3U	/t/dd00001
551	8084	1437	7TVsFSu7Wgo_30.wav	2.437	3.474	Other	30	7TVsFSu7Wgo	/t/dd00005
827	2330	13246	4Fq83h_30.wav	6.686	6.912	Other	30	4Fq83h	/t/dd00001
1227	9361	13241	XHHW72gqpMA_2.wav	7.327	8.828	BabyCry	2	XHHW72gqpMA	/t/dd00002
576	6907	15334	qQWLI2C-HDI_70.wav	5.432	7.804	Other	70	qQWLI2C-HDI	/t/dd00005
1049	2600	6778	w6ZX68SJZ6Q_15.wav	9.204	9.636	Other	15	w6ZX68SJZ6Q	/m/0ytgt
2287	9989	13915	QjK9AJQLP6k_30.wav	0.435	1.063	BabyCry	30	QjK9AJQLP6k	/t/dd00002
1691	561	17115	M6XLGqoquxI_0.wav	6.783	7.542	BabyCry	0	M6XLGqoquxI	/t/dd00002
1517	4645	7155	441swIz0wuM_20.wav	2.464	2.766	BabyCry	20	441swIz0wuM	/t/dd00002
1991	8672	2114	--EnKcYsPas_210.wav	7.067	8.045	BabyCry	210	--EnKcYsPas	/t/dd00002
2342	2426	7731	E1xevDcdzZY_30.wav	9.752	10.0	BabyCry	30	E1xevDcdzZY	/t/dd00002
1814	1859	2498	NQddcOXRcmI_9.wav	0.0	6.797	BabyCry	9	NQddcOXRcmI	/t/dd00002
791	702	5250	0eaafXX-pPE_30.wav	8.894	9.308	Other	30	0eaafXX-pPE	/t/dd00001
560	1325	3798	u1a5eyk-9ig_10.wav	2.8	4.438	Other	10	u1a5eyk-9ig	/t/dd00005
2387	4532	15860	xml4tTFB9rE_140.wav	0.0	2.701	BabyCry	140	xml4tTFB9rE	/t/dd00002
1919	3277	1634	2pzSTcVmECY_30.wav	9.27	10.0	BabyCry	30	2pzSTcVmECY	/t/dd00002
190	5807	11007	FewhkPh4QsQ_100.wav	3.417	3.719	Other	100	FewhkPh4QsQ	/t/dd00135
669	2110	5922	qIIUZUHMpao_30.wav	8.008	10.0	Other	30	qIIUZUHMpao	/t/dd00001
1925	3861	4519	SyMaE73Kym4_18.wav	0.0	1.366	BabyCry	18	SyMaE73Kym4	/t/dd00002
1129	4475	1246	5dEWjIBVYLo_30.wav	2.719	4.067	Other	30	5dEWjIBVYLo	/m/0ytgt
198	10573	3543	0OD_250.wav	1.128	10.0	Other	250	0OD	/t/dd00135
1934	3686	4980	BkpNbcOIvx4_80.wav	0.0	1.763	BabyCry	80	BkpNbcOIvx4	/t/dd00002
1064	8824	3012	tSoaWE5uK68_0.wav	6.327	6.79	Other	0	tSoaWE5uK68	/m/0ytgt
313	3943	8351	8Exu0WYS1hA_130.wav	3.282	4.181	Other	130	8Exu0WYS1hA	/t/dd00005
2147	4330	2109	--EnKcYsPas_210.wav	1.474	3.777	BabyCry	210	--EnKcYsPas	/t/dd00002
1207	8872	3520	WUbDx02U2qw_220.wav	1.159	1.821	BabyCry	220	WUbDx02U2qw	/t/dd00002
1841	3646	10001	KUkAdM4Lazk_4.wav	1.398	1.676	BabyCry	4	KUkAdM4Lazk	/t/dd00002
1448	7433	8773	33D-gg4ZYyc_30.wav	1.793	2.183	BabyCry	30	33D-gg4ZYyc	/t/dd00002
469	5379	17791	0c78GAZ0jLY_5.wav	2.742	9.119	Other	5	0c78GAZ0jLY	/t/dd00005
1042	10683	8524	Xv534ZTNZe4_220.wav	4.725	5.378	Other	220	Xv534ZTNZe4	/m/0ytgt
1542	8749	10301	MrVe-R7Y5UA_30.wav	3.143	4.098	BabyCry	30	MrVe-R7Y5UA	/t/dd00002
315	10114	14588	ODndrvRhbYQ_30.wav	0.037	1.223	Other	30	ODndrvRhbYQ	/t/dd00005
1952	7384	16699	QVprWKMTOz8_30.wav	1.984	3.504	BabyCry	30	QVprWKMTOz8	/t/dd00002
687	9787	5920	qIIUZUHMpao_30.wav	4.953	6.291	Other	30	qIIUZUHMpao	/t/dd00001
946	9383	15098	s6UBRgdkHc4_40.wav	7.509	7.867	Other	40	s6UBRgdkHc4	/m/0ytgt
940	690	8522	Xv534ZTNZe4_220.wav	2.534	3.119	Other	220	Xv534ZTNZe4	/m/0ytgt
587	10847	7925	dtiajChII9A_340.wav	3.45	5.716	Other	340	dtiajChII9A	/t/dd00005
676	3076	14632	9fvJaMgRXtY_80.wav	8.2	10.0	Other	80	9fvJaMgRXtY	/t/dd00001
2023	5054	199	i-28wN9CvyM_17.wav	2.86	7.609	BabyCry	17	i-28wN9CvyM	/t/dd00002
44	7530	874	L5w_0.wav	0.072	10.0	Other	0	L5w	/t/dd00013
2182	5960	12011	uQVlRLSUDcM_30.wav	6.342	7.057	BabyCry	30	uQVlRLSUDcM	/t/dd00002
814	805	1162	mwOyvSoekxg_30.wav	7.56	8.283	Other	30	mwOyvSoekxg	/t/dd00001
1451	9021	11627	r2FOVtt5zF4_30.wav	5.497	5.879	BabyCry	30	r2FOVtt5zF4	/t/dd00002
1145	10765	4619	SYrVPmbEWfU_240.wav	2.894	3.614	Other	240	SYrVPmbEWfU	/m/0ytgt
1487	7028	15724	6Q--LUIIlk4_6.wav	8.239	9.282	BabyCry	6	6Q--LUIIlk4	/t/dd00002
911	8181	13314	Q8egVNVXDvk_10.wav	3.589	5.495	Other	10	Q8egVNVXDvk	/m/0ytgt
1378	8750	10110	hrP48zzdJMo_20.wav	8.559	10.0	BabyCry	20	hrP48zzdJMo	/t/dd00002
1132	10622	14431	aBHvmc9dyjE_10.wav	2.382	3.021	Other	10	aBHvmc9dyjE	/m/0ytgt
431	4586	8909	fgT-TIxnvkM_400.wav	5.181	10.0	Other	400	fgT-TIxnvkM	/t/dd00005
1951	8321	4190	ikyuvMEe1Bw_30.wav	0.0	0.551	BabyCry	30	ikyuvMEe1Bw	/t/dd00002
1867	8866	7034	b4V6A3gcqug_10.wav	0.467	1.069	BabyCry	10	b4V6A3gcqug	/t/dd00002
170	2818	18167	Er3Of_30.wav	8.126	8.929	Other	30	Er3Of	/t/dd00135
1300	8446	16602	QNHaATzJaFQ_0.wav	1.858	3.15	BabyCry	0	QNHaATzJaFQ	/t/dd00002
2357	5940	1947	gNeoYIaKgRc_10.wav	3.823	5.107	BabyCry	10	gNeoYIaKgRc	/t/dd00002
1998	10716	15886	IeS5qVMohVM_30.wav	7.667	8.608	BabyCry	30	IeS5qVMohVM	/t/dd00002
675	11325	3587	DVL0i8pB_40.wav	1.117	2.952	Other	40	DVL0i8pB	/t/dd00001
2205	4522	12079	O7tiZ_30.wav	5.803	7.236	BabyCry	30	O7tiZ	/t/dd00002
1449	8452	4412	FSQ2vBJ0hmw_15.wav	3.292	3.577	BabyCry	15	FSQ2vBJ0hmw	/t/dd00002
159	9610	15948	o2xMrra6mZA_110.wav	1.395	2.402	Other	110	o2xMrra6mZA	/t/dd00135
1727	10118	462	wivUKXrtziM_30.wav	2.047	3.252	BabyCry	30	wivUKXrtziM	/t/dd00002
1206	9657	832	NPbXnyOEuO4_8.wav	9.257	9.703	BabyCry	8	NPbXnyOEuO4	/t/dd00002
1423	6734	714	NTg4toxmcN4_10.wav	0.0	0.496	BabyCry	10	NTg4toxmcN4	/t/dd00002
747	3161	11123	ekmvk4NL6tg_40.wav	0.867	2.296	Other	40	ekmvk4NL6tg	/t/dd00001
476	3523	8354	8Exu0WYS1hA_130.wav	9.616	9.983	Other	130	8Exu0WYS1hA	/t/dd00005
480	8724	14446	SpLDoYPejR0_40.wav	3.255	6.179	Other	40	SpLDoYPejR0	/t/dd00005
1146	1907	576	fy2Vuam04dg_20.wav	0.0	0.602	Other	20	fy2Vuam04dg	/m/0ytgt
458	7463	7308	KkcdRpE8w_15.wav	7.2	8.221	Other	15	KkcdRpE8w	/t/dd00005
2044	3551	1604	61G8rmhhlJ0_40.wav	8.912	10.0	BabyCry	40	61G8rmhhlJ0	/t/dd00002
1144	7562	15741	xagqYNZTtOE_30.wav	1.401	2.126	Other	30	xagqYNZTtOE	/m/0ytgt
1888	3422	14468	voTs1odFCAI_10.wav	0.098	0.469	BabyCry	10	voTs1odFCAI	/t/dd00002
2370	6981	9623	aw9seLyya6c_0.wav	2.348	2.5	BabyCry	0	aw9seLyya6c	/t/dd00002
2064	959	9246	s39JEyak2GQ_40.wav	0.0	0.188	BabyCry	40	s39JEyak2GQ	/t/dd00002
1256	4499	796	07m3-FOJQ-Q_10.wav	4.673	5.27	BabyCry	10	07m3-FOJQ-Q	/t/dd00002
600	8812	916	5L0XawhCUxk_30.wav	0.0	6.472	Other	30	5L0XawhCUxk	/t/dd00005
907	2064	6775	9aNXDP2rv7o_220.wav	5.031	6.58	Other	220	9aNXDP2rv7o	/m/0ytgt
1344	6380	2628	SfG4W3mdr70_90.wav	4.341	5.185	BabyCry	90	SfG4W3mdr70	/t/dd00002
2113	10645	555	cdHZul3A2jw_40.wav	3.157	4.199	BabyCry	40	cdHZul3A2jw	/t/dd00002
325	2176	12110	GNT731Jv5CY_30.wav	3.981	6.541	Other	30	GNT731Jv5CY	/t/dd00005
277	1861	11092	oxckpcJrHDo_0.wav	6.345	6.883	Other	0	oxckpcJrHDo	/t/dd00135
621	7819	12147	o07rhGprtAU_130.wav	7.867	8.509	Other	130	o07rhGprtAU	/t/dd00001
970	7415	6613	rGvS6oIhCsU_30.wav	6.674	7.524	Other	30	rGvS6oIhCsU	/m/0ytgt
977	3933	16664	nsm30-w3u1g_30.wav	3.606	4.331	Other	30	nsm30-w3u1g	/m/0ytgt
2018	1941	12367	COtxBtwFyeA_10.wav	9.577	10.0	BabyCry	10	COtxBtwFyeA	/t/dd00002
1422	1879	751	vbaPZhkSrhw_40.wav	0.0	0.647	BabyCry	40	vbaPZhkSrhw	/t/dd00002
1766	2906	2133	VbtgXizyof4_30.wav	2.408	3.784	BabyCry	30	VbtgXizyof4	/t/dd00002
1427	11383	4163	dgSsLxnMg_0.wav	5.89	6.557	BabyCry	0	dgSsLxnMg	/t/dd00002
1425	3411	4999	8WtFMfpckrA_10.wav	7.235	7.658	BabyCry	10	8WtFMfpckrA	/t/dd00002
772	3503	5921	qIIUZUHMpao_30.wav	7.575	7.748	Other	30	qIIUZUHMpao	/t/dd00001
2041	4977	9815	zSaRr8QJriQ_30.wav	4.441	5.521	BabyCry	30	zSaRr8QJriQ	/t/dd00002
548	3485	16929	ca-rGWC4xPc_30.wav	0.0	0.354	Other	30	ca-rGWC4xPc	/t/dd00005
470	5426	3905	5hTlp0s6-LY_30.wav	3.835	4.165	Other	30	5hTlp0s6-LY	/t/dd00005
1011	469	4441	JdhZNuNKrdE_5.wav	7.428	8.086	Other	5	JdhZNuNKrdE	/m/0ytgt
1416	7669	9250	s39JEyak2GQ_40.wav	3.604	6.697	BabyCry	40	s39JEyak2GQ	/t/dd00002
1047	7046	14174	UyKlDDRENFA_6.wav	7.153	8.77	Other	6	UyKlDDRENFA	/m/0ytgt
1537	5468	4221	H52ca0pkOZ4_10.wav	0.921	1.488	BabyCry	10	H52ca0pkOZ4	/t/dd00002
1948	2859	7035	b4V6A3gcqug_10.wav	1.318	2.251	BabyCry	10	b4V6A3gcqug	/t/dd00002
1355	5675	1595	6E3ye6qWoAE_40.wav	6.599	7.893	BabyCry	40	6E3ye6qWoAE	/t/dd00002
1509	4007	15281	4bPmAyggQlo_510.wav	1.241	2.856	BabyCry	510	4bPmAyggQlo	/t/dd00002
1608	464	5071	t0wsULsz01E_0.wav	2.597	3.087	BabyCry	0	t0wsULsz01E	/t/dd00002
1474	10299	4581	aeiXr2U079g_30.wav	3.942	4.526	BabyCry	30	aeiXr2U079g	/t/dd00002
2110	5891	8196	hBDrDdTPqEs_10.wav	6.71	7.163	BabyCry	10	hBDrDdTPqEs	/t/dd00002
357	5267	214	Seskw4h-PvQ_220.wav	0.528	0.766	Other	220	Seskw4h-PvQ	/t/dd00005
2200	4481	3290	xIvYFYbtR-I_30.wav	9.777	10.0	BabyCry	30	xIvYFYbtR-I	/t/dd00002
1764	735	3070	wK8PTwRTCzs_30.wav	0.145	0.581	BabyCry	30	wK8PTwRTCzs	/t/dd00002
2145	5087	7198	rIZ3K4xqTPA_28.wav	0.0	2.345	BabyCry	28	rIZ3K4xqTPA	/t/dd00002
1208	1937	7038	b4V6A3gcqug_10.wav	5.591	6.297	BabyCry	10	b4V6A3gcqug	/t/dd00002
252	1162	17895	HxQgKit-huA_0.wav	0.0	10.0	Other	0	HxQgKit-huA	/t/dd00135
2146	3265	16321	xjiXiE65VMc_30.wav	5.211	5.896	BabyCry	30	xjiXiE65VMc	/t/dd00002
69	4023	11024	oo8voGJlGqw_10.wav	0.0	10.0	Other	10	oo8voGJlGqw	/t/dd00013
246	5760	18796	necvzgPRDVY_30.wav	5.26	6.772	Other	30	necvzgPRDVY	/t/dd00135
1971	3657	16401	9IuFwl2AtcI_30.wav	9.724	10.0	BabyCry	30	9IuFwl2AtcI	/t/dd00002
950	4784	1668	82d_40.wav	0.721	1.18	Other	40	82d	/m/0ytgt
359	5753	3325	N4KO-H39fZo_500.wav	2.67	5.158	Other	500	N4KO-H39fZo	/t/dd00005
859	1369	963	L3wQvwenLlA_10.wav	7.373	10.0	Other	10	L3wQvwenLlA	/t/dd00001
1237	8357	11251	ptHxsI2bt5g_120.wav	0.48	1.976	BabyCry	120	ptHxsI2bt5g	/t/dd00002
2188	2580	535	X7EByMiffGo_40.wav	2.473	2.618	BabyCry	40	X7EByMiffGo	/t/dd00002
723	1849	14682	sdmRW5UmmNk_50.wav	4.814	5.122	Other	50	sdmRW5UmmNk	/t/dd00001
873	3946	14021	zl90uE4R5q0_70.wav	6.388	6.953	Other	70	zl90uE4R5q0	/t/dd00001
1418	621	12125	qyrrz3-Dl-A_30.wav	2.874	3.102	BabyCry	30	qyrrz3-Dl-A	/t/dd00002
1371	7103	4227	H52ca0pkOZ4_10.wav	8.213	9.016	BabyCry	10	H52ca0pkOZ4	/t/dd00002
686	5252	333	DOPh0LxOGpw_40.wav	1.686	3.574	Other	40	DOPh0LxOGpw	/t/dd00001
2059	7573	9514	9nwPHX0NlUQ_30.wav	1.753	2.721	BabyCry	30	9nwPHX0NlUQ	/t/dd00002
817	1845	12832	3Rxbbb0GGi4_160.wav	8.622	9.274	Other	160	3Rxbbb0GGi4	/t/dd00001
852	888	11402	V8vqUUujeNo_560.wav	8.701	8.969	Other	560	V8vqUUujeNo	/t/dd00001
1460	4182	14678	O2_30.wav	3.837	6.947	BabyCry	30	O2	/t/dd00002
2275	146	16111	lTDyOycL5M8_20.wav	1.261	2.684	BabyCry	20	lTDyOycL5M8	/t/dd00002
636	9920	11603	77_10.wav	6.097	6.686	Other	10	77	/t/dd00001
1296	800	247	FurQtQsHByM_20.wav	0.748	1.228	BabyCry	20	FurQtQsHByM	/t/dd00002
1417	3324	15487	DafyYQu50qQ_30.wav	0.0	0.46	BabyCry	30	DafyYQu50qQ	/t/dd00002
786	9686	11915	cjm7YEO-lpk_30.wav	6.016	6.354	Other	30	cjm7YEO-lpk	/t/dd00001
1989	8126	1691	UGUs8EfpwGY_30.wav	8.51	10.0	BabyCry	30	UGUs8EfpwGY	/t/dd00002
1647	7595	2736	x_25.wav	4.515	4.898	BabyCry	25	x	/t/dd00002
1164	2356	2796	gjkXTvABqys_0.wav	8.768	9.057	Other	0	gjkXTvABqys	/m/0ytgt
650	6357	17236	MaG2BHKuTD8_0.wav	2.614	3.346	Other	0	MaG2BHKuTD8	/t/dd00001
505	8811	9143	2Xg2kXW22n8_30.wav	3.009	4.085	Other	30	2Xg2kXW22n8	/t/dd00005
2284	7684	5079	t0wsULsz01E_0.wav	7.262	7.57	BabyCry	0	t0wsULsz01E	/t/dd00002
58	7941	6223	NEdK93_30.wav	0.0	3.052	Other	30	NEdK93	/t/dd00013
130	4773	13505	F7kqeJm-Ne8_0.wav	3.71	7.568	Other	0	F7kqeJm-Ne8	/t/dd00135
881	8776	2515	hsKhGk9VeAI_30.wav	7.6	8.32	Other	30	hsKhGk9VeAI	/t/dd00001
602	3134	17411	w3QIsHxQfPE_120.wav	6.701	10.0	Other	120	w3QIsHxQfPE	/t/dd00005
2108	6138	1945	gNeoYIaKgRc_10.wav	0.127	1.695	BabyCry	10	gNeoYIaKgRc	/t/dd00002
385	7451	9163	VOHW0l6Lrhk_24.wav	2.264	3.656	Other	24	VOHW0l6Lrhk	/t/dd00005
1347	3208	7335	3yCuFp1pz2c_140.wav	4.599	6.628	BabyCry	140	3yCuFp1pz2c	/t/dd00002
2291	1777	9153	-mWlPBrRDug_480.wav	5.071	7.204	BabyCry	480	-mWlPBrRDug	/t/dd00002
967	6354	3338	w8Q4YREi7mU_80.wav	2.096	4.354	Other	80	w8Q4YREi7mU	/m/0ytgt
79	2496	17272	Pi71Wuvwg5Y_50.wav	4.732	4.929	Other	50	Pi71Wuvwg5Y	/t/dd00013
1543	4963	14673	DT1WrAVRtX8_20.wav	6.238	6.877	BabyCry	20	DT1WrAVRtX8	/t/dd00002
1167	6384	6405	DozDiVlLrgI_0.wav	1.51	1.871	Other	0	DozDiVlLrgI	/m/0ytgt
1311	2671	10456	J35rYfbIPZ8_10.wav	3.19	3.394	BabyCry	10	J35rYfbIPZ8	/t/dd00002
550	9236	5844	2sSiN4RIyYY_30.wav	0.0	0.251	Other	30	2sSiN4RIyYY	/t/dd00005
193	7068	5662	yCrsRSPW9LI_390.wav	0.0	10.0	Other	390	yCrsRSPW9LI	/t/dd00135
2027	2374	10906	hCxT_5.wav	2.176	3.714	BabyCry	5	hCxT	/t/dd00002
1259	7471	448	sh92-75RR3E_21.wav	6.963	7.688	BabyCry	21	sh92-75RR3E	/t/dd00002
162	6106	16835	K76QF4380Pk_80.wav	5.2	10.0	Other	80	K76QF4380Pk	/t/dd00135
419	5984	17945	8hSmQpOPXJE_50.wav	4.8	8.849	Other	50	8hSmQpOPXJE	/t/dd00005
1854	9275	17120	Of8y_30.wav	6.433	7.709	BabyCry	30	Of8y	/t/dd00002
2379	7202	7203	rIZ3K4xqTPA_28.wav	8.738	10.0	BabyCry	28	rIZ3K4xqTPA	/t/dd00002
432	1602	5489	PwWCbAiQe8g_21.wav	1.18	2.645	Other	21	PwWCbAiQe8g	/t/dd00005
972	4434	1442	tTumIsH3T-I_30.wav	2.109	2.621	Other	30	tTumIsH3T-I	/m/0ytgt
308	8666	18598	WD2HPRlvVwA_30.wav	4.024	6.197	Other	30	WD2HPRlvVwA	/t/dd00005
2307	2669	10747	UrLAB1iL3EA_0.wav	4.62	5.156	BabyCry	0	UrLAB1iL3EA	/t/dd00002
1506	1727	18990	HMnF8n9c5-Y_30.wav	9.89	10.0	BabyCry	30	HMnF8n9c5-Y	/t/dd00002
2158	4052	8375	W-J3TTV2RNo_30.wav	5.154	5.658	BabyCry	30	W-J3TTV2RNo	/t/dd00002
630	6603	10149	cKwUXSguGJ4_160.wav	5.19	8.634	Other	160	cKwUXSguGJ4	/t/dd00001
504	81	4021	kogl199Awl0_0.wav	9.078	9.729	Other	0	kogl199Awl0	/t/dd00005
1809	7844	17112	M6XLGqoquxI_0.wav	3.729	4.58	BabyCry	0	M6XLGqoquxI	/t/dd00002
